s,phi,contrast,numerical_residual,analytic_residual,absolute_error,relative_error
0.067,0.6,0.5,0.015444459740616302,0.015444459740616303,1.734723475976807e-18,1.1232011382144883e-16
0.082,0.0,0.0,4.552655194402924e-16,0.0,4.552655194402924e-16,
0.082,0.0,0.25,0.0,0.0,0.0,
0.082,0.0,0.5,2.229642722265061e-16,0.0,2.229642722265061e-16,
0.082,0.024999999999999998,0.0,6.676151970461961e-16,0.0,6.676151970461961e-16,
0.082,0.024999999999999998,0.25,0.00041841091007741515,0.00041841091007741623,1.0842021724855044e-18,2.5912378152015696e-15
0.082,0.024999999999999998,0.5,0.0008368218201548345,0.0008368218201548325,2.0599841277224584e-18,2.461675924441491e-15
0.082,0.049999999999999996,0.0,6.67610352480384e-16,0.0,6.67610352480384e-16,
0.082,0.049999999999999996,0.25,0.0008365603269559011,0.0008365603269558971,4.0115480381963664e-18,4.795288407703624e-15
0.082,0.049999999999999996,0.5,0.0016731206539117918,0.0016731206539117942,2.3852447794681098e-18,1.4256262833713475e-15
0.082,0.075,0.0,6.676059238989558e-16,0.0,6.676059238989558e-16,
0.082,0.075,0.25,0.001254186920861243,0.0012541869208612447,1.734723475976807e-18,1.3831458829004372e-15
0.082,0.075,0.5,0.002508373841722493,0.0025083738417224894,3.469446951953614e-18,1.3831458829004372e-15
0.082,0.09999999999999999,0.0,6.676019140779348e-16,0.0,6.676019140779348e-16,
0.082,0.09999999999999999,0.25,0.0016710296887666035,0.0016710296887666005,3.0357660829594124e-18,1.816703858325901e-15
0.082,0.09999999999999999,0.5,0.0033420593775332066,0.003342059377533201,5.637851296924623e-18,1.686939297016908e-15
0.082,0.12499999999999999,0.0,6.681906235181477e-16,0.0,6.681906235181477e-16,
0.082,0.12499999999999999,0.25,0.0020868281175108402,0.002086828117510842,1.734723475976807e-18,8.312728113161406e-16
0.082,0.12499999999999999,0.5,0.004173656235021682,0.004173656235021684,1.734723475976807e-18,4.156364056580703e-16
0.082,0.15,0.0,6.675951605073727e-16,0.0,6.675951605073727e-16,
0.082,0.15,0.25,0.0025013223466108245,0.0025013223466108267,2.168404344971009e-18,8.669031993853547e-16
0.082,0.15,0.5,0.0050026446932216586,0.005002644693221653,5.204170427930421e-18,1.0402838392624256e-15
0.082,0.175,0.0,6.681906235181477e-16,0.0,6.681906235181477e-16,
0.082,0.175,0.25,0.0029142533306657403,0.0029142533306657364,3.903127820947816e-18,1.3393234486091089e-15
0.082,0.175,0.5,0.005828506661331474,0.005828506661331473,8.673617379884035e-19,1.488137165121232e-16
0.082,0.19999999999999998,0.0,6.682018736408099e-16,0.0,6.682018736408099e-16,
0.082,0.19999999999999998,0.25,0.0033253630012520224,0.003325363001252021,1.3010426069826053e-18,3.912482957477888e-16
0.082,0.19999999999999998,0.5,0.006650726002504045,0.006650726002504042,2.6020852139652106e-18,3.912482957477888e-16
0.082,0.22499999999999998,0.0,6.675882250839647e-16,0.0,6.675882250839647e-16,
0.082,0.22499999999999998,0.25,0.003734394428207763,0.003734394428207762,8.673617379884035e-19,2.322630227371762e-16
0.082,0.22499999999999998,0.5,0.007468788856415527,0.007468788856415524,2.6020852139652106e-18,3.483945341057643e-16
0.082,0.24999999999999997,0.0,6.675867713228065e-16,0.0,6.675867713228065e-16,
0.082,0.24999999999999997,0.25,0.00414109198020566,0.004141091980205659,8.673617379884035e-19,2.0945242031193127e-16
0.082,0.24999999999999997,0.5,0.008282183960411317,0.008282183960411318,1.734723475976807e-18,2.0945242031193127e-16
0.082,0.27499999999999997,0.0,6.682018736408099e-16,0.0,6.682018736408099e-16,
0.082,0.27499999999999997,0.25,0.004545201484514289,0.00454520148451429,8.673617379884035e-19,1.908302065251771e-16
0.082,0.27499999999999997,0.5,0.009090402969028579,0.00909040296902858,1.734723475976807e-18,1.908302065251771e-16
0.082,0.3,0.0,6.682018736408099e-16,0.0,6.682018736408099e-16,
0.082,0.3,0.25,0.004946470385847798,0.004946470385847795,2.6020852139652106e-18,5.260488815236743e-16
0.082,0.3,0.5,0.009892940771695592,0.00989294077169559,1.734723475976807e-18,1.7534962717455812e-16
0.082,0.32499999999999996,0.0,6.683347232876724e-16,0.0,6.683347232876724e-16,
0.082,0.32499999999999996,0.25,0.00534464790420471,0.005344647904204707,3.469446951953614e-18,6.491441558244002e-16
0.082,0.32499999999999996,0.5,0.01068929580840942,0.010689295808409414,6.938893903907228e-18,6.491441558244002e-16
0.082,0.35,0.0,6.682018736408099e-16,0.0,6.682018736408099e-16,
0.082,0.35,0.25,0.00573948519159729,0.005739485191597291,8.673617379884035e-19,1.5112187052215705e-16
0.082,0.35,0.5,0.01147897038319458,0.011478970383194582,1.734723475976807e-18,1.5112187052215705e-16
0.082,0.37499999999999994,0.0,6.668764126876057e-16,0.0,6.668764126876057e-16,
0.082,0.37499999999999994,0.25,0.006130735487573435,0.006130735487573433,1.734723475976807e-18,2.829551983596371e-16
0.082,0.37499999999999994,0.5,0.01226147097514687,0.012261470975146866,3.469446951953614e-18,2.829551983596371e-16
0.082,0.39999999999999997,0.0,6.675871078331362e-16,0.0,6.675871078331362e-16,
0.082,0.39999999999999997,0.25,0.006518154273433898,0.006518154273433898,0.0,0.0
0.082,0.39999999999999997,0.5,0.013036308546867797,0.013036308546867796,1.734723475976807e-18,1.33068611389503e-16
0.082,0.425,0.0,6.6758867343617635e-16,0.0,6.6758867343617635e-16,
0.082,0.425,0.25,0.006901499425048547,0.006901499425048548,8.673617379884035e-19,1.2567728903089813e-16
0.082,0.425,0.5,0.013802998850097095,0.013802998850097095,0.0,0.0
0.082,0.44999999999999996,0.0,6.676144822346038e-16,0.0,6.676144822346038e-16,
0.082,0.44999999999999996,0.25,0.007280531364176047,0.007280531364176045,1.734723475976807e-18,2.382688006142708e-16
0.082,0.44999999999999996,0.5,0.014561062728352094,0.01456106272835209,3.469446951953614e-18,2.382688006142708e-16
0.082,0.475,0.0,6.682018736408099e-16,0.0,6.682018736408099e-16,
0.082,0.475,0.25,0.007655013208192461,0.0076550132081924585,2.6020852139652106e-18,3.3991910179598875e-16
0.082,0.475,0.5,0.015310026416384922,0.015310026416384917,5.204170427930421e-18,3.3991910179598875e-16
0.082,0.49999999999999994,0.0,6.668539602497177e-16,0.0,6.668539602497177e-16,
0.082,0.49999999999999994,0.25,0.00802471091813519,0.008024710918135189,1.734723475976807e-18,2.1617270624122725e-16
0.082,0.49999999999999994,0.5,0.01604942183627038,0.016049421836270377,3.469446951953614e-18,2.1617270624122725e-16
0.082,0.5249999999999999,0.0,6.676119554355228e-16,0.0,6.676119554355228e-16,
0.082,0.5249999999999999,0.25,0.008389393444969702,0.008389393444969702,0.0,0.0
0.082,0.5249999999999999,0.5,0.016778786889939404,0.016778786889939404,0.0,0.0
0.082,0.5499999999999999,0.0,6.680915368973733e-16,0.0,6.680915368973733e-16,
0.082,0.5499999999999999,0.25,0.008748832873987653,0.008748832873987653,0.0,0.0
0.082,0.5499999999999999,0.5,0.01749766574797531,0.017497665747975306,3.469446951953614e-18,1.9828055935718578e-16
0.082,0.575,0.0,6.67612260579804e-16,0.0,6.67612260579804e-16,
0.082,0.575,0.25,0.009102804567246168,0.009102804567246166,1.734723475976807e-18,1.9057022076676375e-16
0.082,0.575,0.5,0.018205609134492335,0.01820560913449233,3.469446951953614e-18,1.9057022076676375e-16
0.082,0.6,0.0,6.676130101424206e-16,0.0,6.676130101424206e-16,
0.082,0.6,0.25,0.009451087303959231,0.00945108730395923,1.734723475976807e-18,1.835475030740749e-16
0.082,0.6,0.5,0.018902174607918463,0.01890217460791846,3.469446951953614e-18,1.835475030740749e-16
0.1,0.0,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.0,0.25,4.466837161107596e-16,0.0,4.466837161107596e-16,
0.1,0.0,0.5,6.675057247949166e-16,0.0,6.675057247949166e-16,
0.1,0.024999999999999998,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.024999999999999998,0.25,0.0005102572074114868,0.0005102572074114832,3.577867169202165e-18,7.0118895279354466e-15
0.1,0.024999999999999998,0.5,0.0010205144148229645,0.0010205144148229665,1.951563910473908e-18,1.912333507618758e-15
0.1,0.049999999999999996,0.0,6.675444912752218e-16,0.0,6.675444912752218e-16,
0.1,0.049999999999999996,0.25,0.0010201955206779263,0.0010201955206779233,3.0357660829594124e-18,2.9756708605641944e-15
0.1,0.049999999999999996,0.5,0.0020403910413558436,0.0020403910413558466,3.0357660829594124e-18,1.4878354302820972e-15
0.1,0.075,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.075,0.25,0.0015294962449527382,0.0015294962449527375,6.505213034913027e-19,4.2531735899188443e-16
0.1,0.075,0.5,0.0030589924899054794,0.003058992489905475,4.336808689942018e-18,1.417724529972948e-15
0.1,0.09999999999999999,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.09999999999999999,0.25,0.002037841083861708,0.0020378410838617082,4.336808689942018e-19,2.1281388054674834e-16
0.1,0.09999999999999999,0.5,0.004075682167723422,0.0040756821677234165,5.204170427930421e-18,1.27688328328049e-15
0.1,0.12499999999999999,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.12499999999999999,0.25,0.0025449123384278503,0.002544912338427856,5.637851296924623e-18,2.215342042157515e-15
0.1,0.12499999999999999,0.5,0.005089824676855703,0.005089824676855712,8.673617379884035e-18,1.7041092631980884e-15
0.1,0.15,0.0,6.706361086781931e-16,0.0,6.706361086781931e-16,
0.1,0.15,0.25,0.003050393105622955,0.0030503931056229594,4.336808689942018e-18,1.4217212469919818e-15
0.1,0.15,0.5,0.006100786211245919,0.006100786211245919,0.0,0.0
0.1,0.175,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.175,0.25,0.003553967476421631,0.0035539674764216303,8.673617379884035e-19,2.4405449507988205e-16
0.1,0.175,0.5,0.007107934952843261,0.007107934952843261,0.0,0.0
0.1,0.19999999999999998,0.0,6.67478108658849e-16,0.0,6.67478108658849e-16,
0.1,0.19999999999999998,0.25,0.0040553207332341724,0.0040553207332341724,0.0,0.0
0.1,0.19999999999999998,0.5,0.008110641466468347,0.008110641466468345,1.734723475976807e-18,2.1388240167545785e-16
0.1,0.22499999999999998,0.0,6.677598127093339e-16,0.0,6.677598127093339e-16,
0.1,0.22499999999999998,0.25,0.004554139546594829,0.0045541395465948315,2.6020852139652106e-18,5.713670359334535e-16
0.1,0.22499999999999998,0.5,0.009108279093189661,0.009108279093189663,1.734723475976807e-18,1.9045567864448449e-16
0.1,0.24999999999999997,0.0,6.696460442139164e-16,0.0,6.696460442139164e-16,
0.1,0.24999999999999997,0.25,0.005050112170982514,0.005050112170982511,2.6020852139652106e-18,5.15252953967351e-16
0.1,0.24999999999999997,0.5,0.010100224341965024,0.010100224341965022,1.734723475976807e-18,1.7175098465578365e-16
0.1,0.27499999999999997,0.0,2.2863876032816735e-16,0.0,2.2863876032816735e-16,
0.1,0.27499999999999997,0.25,0.005542928639651571,0.005542928639651574,2.6020852139652106e-18,4.694423080519357e-16
0.1,0.27499999999999997,0.5,0.011085857279303144,0.011085857279303148,3.469446951953614e-18,3.1296153870129043e-16
0.1,0.3,0.0,6.674449168210223e-16,0.0,6.674449168210223e-16,
0.1,0.3,0.25,0.006032280958350975,0.00603228095835097,5.204170427930421e-18,8.62720165698826e-16
0.1,0.3,0.5,0.012064561916701947,0.01206456191670194,6.938893903907228e-18,5.751467771325506e-16
0.1,0.32499999999999996,0.0,2.2301825219878386e-16,0.0,2.2301825219878386e-16,
0.1,0.32499999999999996,0.25,0.006517863297810621,0.006517863297810619,2.6020852139652106e-18,3.992236558320061e-16
0.1,0.32499999999999996,0.5,0.013035726595621243,0.013035726595621237,5.204170427930421e-18,3.992236558320061e-16
0.1,0.35,0.0,2.2301825219878386e-16,0.0,2.2301825219878386e-16,
0.1,0.35,0.25,0.006999372184874746,0.006999372184874745,8.673617379884035e-19,1.2391993382816878e-16
0.1,0.35,0.5,0.013998744369749485,0.01399874436974949,5.204170427930421e-18,3.7175980148450634e-16
0.1,0.37499999999999994,0.0,6.703129537951225e-16,0.0,6.703129537951225e-16,
0.1,0.37499999999999994,0.25,0.007476506692162722,0.007476506692162724,1.734723475976807e-18,2.320232626549024e-16
0.1,0.37499999999999994,0.5,0.01495301338432545,0.014953013384325448,1.734723475976807e-18,1.160116313274512e-16
0.1,0.39999999999999997,0.0,6.674484866359545e-16,0.0,6.674484866359545e-16,
0.1,0.39999999999999997,0.25,0.0079489686261389,0.0079489686261389,0.0,0.0
0.1,0.39999999999999997,0.5,0.015897937252277804,0.0158979372522778,3.469446951953614e-18,2.1823252267878488e-16
0.1,0.425,0.0,4.532819337584911e-16,0.0,4.532819337584911e-16,
0.1,0.425,0.25,0.008416462713473839,0.008416462713473839,0.0,0.0
0.1,0.425,0.5,0.01683292542694768,0.016832925426947677,3.469446951953614e-18,2.0611075401067292e-16
0.1,0.44999999999999996,0.0,2.2301825219878386e-16,0.0,2.2301825219878386e-16,
0.1,0.44999999999999996,0.25,0.008878696785580543,0.008878696785580543,0.0,0.0
0.1,0.44999999999999996,0.5,0.017757393571161087,0.017757393571161087,0.0,0.0
0.1,0.475,0.0,2.275464478997058e-16,0.0,2.275464478997058e-16,
0.1,0.475,0.25,0.009335381961210316,0.009335381961210316,0.0,0.0
0.1,0.475,0.5,0.018670763922420633,0.018670763922420633,0.0,0.0
0.1,0.49999999999999994,0.0,4.596489959494209e-16,0.0,4.596489959494209e-16,
0.1,0.49999999999999994,0.25,0.009786232826994134,0.009786232826994134,0.0,0.0
0.1,0.49999999999999994,0.5,0.019572465653988267,0.019572465653988267,0.0,0.0
0.1,0.5249999999999999,0.0,4.528918375925616e-16,0.0,4.528918375925616e-16,
0.1,0.5249999999999999,0.25,0.010230967615816709,0.010230967615816709,0.0,0.0
0.1,0.5249999999999999,0.5,0.020461935231633418,0.020461935231633418,0.0,0.0
0.1,0.5499999999999999,0.0,6.682914317899581e-16,0.0,6.682914317899581e-16,
0.1,0.5499999999999999,0.25,0.01066930838291177,0.010669308382911772,1.734723475976807e-18,1.6259005867289233e-16
0.1,0.5499999999999999,0.5,0.021338616765823545,0.021338616765823545,0.0,0.0
0.1,0.575,0.0,6.677950517573888e-16,0.0,6.677950517573888e-16,
0.1,0.575,0.25,0.011100981179568498,0.011100981179568497,1.734723475976807e-18,1.5626758102874625e-16
0.1,0.575,0.5,0.022201962359136993,0.022201962359136993,0.0,0.0
0.1,0.6,0.0,4.527547018153837e-16,0.0,4.527547018153837e-16,
0.1,0.6,0.25,0.011525716224340524,0.011525716224340525,1.734723475976807e-18,1.5050895252074142e-16
0.1,0.6,0.5,0.02305143244868105,0.02305143244868105,0.0,0.0
0.122,0.0,0.0,4.449627060181259e-16,0.0,4.449627060181259e-16,
0.122,0.0,0.25,6.686048266476861e-16,0.0,6.686048266476861e-16,
0.122,0.0,0.5,6.685148043200375e-16,0.0,6.685148043200375e-16,
0.122,0.024999999999999998,0.0,6.742614819811028e-16,0.0,6.742614819811028e-16,
0.122,0.024999999999999998,0.25,0.0006225137930420137,0.0006225137930420094,4.228388472693467e-18,6.792441420503787e-15
0.122,0.024999999999999998,0.5,0.0012450275860840213,0.0012450275860840189,2.3852447794681098e-18,1.9158168109113247e-15
0.122,0.049999999999999996,0.0,3.3993498887762956e-17,0.0,3.3993498887762956e-17,
0.122,0.049999999999999996,0.25,0.0012446385352270707,0.0012446385352270662,4.553649124439119e-18,3.658611713808437e-15
0.122,0.049999999999999996,0.5,0.0024892770704541285,0.0024892770704541324,3.903127820947816e-18,1.5679764487750443e-15
0.122,0.075,0.0,4.458507479555386e-16,0.0,4.458507479555386e-16,
0.122,0.075,0.25,0.0018659854188423392,0.0018659854188423396,4.336808689942018e-19,2.3241385737261445e-16
0.122,0.075,0.5,0.0037319708376846806,0.0037319708376846793,1.3010426069826053e-18,3.486207860589217e-16
0.122,0.09999999999999999,0.0,4.449675798634038e-16,0.0,4.449675798634038e-16,
0.122,0.09999999999999999,0.25,0.0024861661223112863,0.0024861661223112837,2.6020852139652106e-18,1.0466256420331888e-15
0.122,0.09999999999999999,0.5,0.004972332244622567,0.004972332244622567,0.0,0.0
0.122,0.12499999999999999,0.0,2.2486307787656626e-16,0.0,2.2486307787656626e-16,
0.122,0.12499999999999999,0.25,0.003104793052881983,0.003104793052881984,1.3010426069826053e-18,4.190432614421529e-16
0.122,0.12499999999999999,0.5,0.006209586105763964,0.006209586105763968,4.336808689942018e-18,6.984054357369215e-16
0.122,0.15,0.0,1.1059218304818884e-17,0.0,1.1059218304818884e-17,
0.122,0.15,0.25,0.0037214795888600104,0.00372147958886001,4.336808689942018e-19,1.1653452844196573e-16
0.122,0.15,0.5,0.0074429591777200165,0.00744295917772002,3.469446951953614e-18,4.661381137678629e-16
0.122,0.175,0.0,4.4497760636045e-16,0.0,4.4497760636045e-16,
0.122,0.175,0.25,0.004335840321234382,0.004335840321234389,6.938893903907228e-18,1.600357344786112e-15
0.122,0.175,0.5,0.008671680642468768,0.008671680642468777,8.673617379884035e-18,1.0002233404913198e-15
0.122,0.19999999999999998,0.0,4.48378474082832e-16,0.0,4.48378474082832e-16,
0.122,0.19999999999999998,0.25,0.004947491294545695,0.004947491294545689,6.071532165918825e-18,1.227194107973939e-15
0.122,0.19999999999999998,0.5,0.009894982589091383,0.009894982589091378,5.204170427930421e-18,5.259403319888309e-16
0.122,0.22499999999999998,0.0,4.477603233993732e-16,0.0,4.477603233993732e-16,
0.122,0.22499999999999998,0.25,0.00555605024684569,0.005556050246845694,4.336808689942018e-18,7.805560600183791e-16
0.122,0.22499999999999998,0.5,0.011112100493691381,0.011112100493691388,6.938893903907228e-18,6.244448480147033e-16
0.122,0.24999999999999997,0.0,1.1059218304818884e-17,0.0,1.1059218304818884e-17,
0.122,0.24999999999999997,0.25,0.0061611368485986594,0.006161136848598663,3.469446951953614e-18,5.631179824779793e-16
0.122,0.24999999999999997,0.5,0.01232227369719732,0.012322273697197326,5.204170427930421e-18,4.2233848685848446e-16
0.122,0.27499999999999997,0.0,4.463699613723845e-16,0.0,4.463699613723845e-16,
0.122,0.27499999999999997,0.25,0.006762372940374913,0.0067623729403749186,5.204170427930421e-18,7.695775541835012e-16
0.122,0.27499999999999997,0.5,0.013524745880749832,0.013524745880749837,5.204170427930421e-18,3.847887770917506e-16
0.122,0.3,0.0,3.7632118057664326e-17,0.0,3.7632118057664326e-17,
0.122,0.3,0.25,0.0073593827691881795,0.007359382769188182,2.6020852139652106e-18,3.535738384011582e-16
0.122,0.3,0.5,0.014718765538376364,0.014718765538376364,0.0,0.0
0.122,0.32499999999999996,0.0,4.492632392838105e-16,0.0,4.492632392838105e-16,
0.122,0.32499999999999996,0.25,0.007951793223328955,0.007951793223328953,1.734723475976807e-18,2.1815500318688862e-16
0.122,0.32499999999999996,0.5,0.015903586446657902,0.015903586446657906,3.469446951953614e-18,2.1815500318688862e-16
0.122,0.35,0.0,4.463691614508262e-16,0.0,4.463691614508262e-16,
0.122,0.35,0.25,0.008539234065547185,0.008539234065547189,3.469446951953614e-18,4.0629486501038945e-16
0.122,0.35,0.5,0.017078468131094367,0.017078468131094378,1.0408340855860843e-17,6.094422975155841e-16
0.122,0.37499999999999994,0.0,9.075223390957278e-17,0.0,9.075223390957278e-17,
0.122,0.37499999999999994,0.25,0.00912133816443852,0.009121338164438521,1.734723475976807e-18,1.9018300217614954e-16
0.122,0.37499999999999994,0.5,0.01824267632887704,0.018242676328877043,3.469446951953614e-18,1.9018300217614954e-16
0.122,0.39999999999999997,0.0,3.179800655392251e-17,0.0,3.179800655392251e-17,
0.122,0.39999999999999997,0.25,0.009697741723889453,0.009697741723889458,5.204170427930421e-18,5.36637350849471e-16
0.122,0.39999999999999997,0.5,0.019395483447778906,0.019395483447778916,1.0408340855860843e-17,5.36637350849471e-16
0.122,0.425,0.0,2.2486307787656626e-16,0.0,2.2486307787656626e-16,
0.122,0.425,0.25,0.010268084510438077,0.010268084510438081,3.469446951953614e-18,3.378864819847098e-16
0.122,0.425,0.5,0.020536169020876155,0.020536169020876162,6.938893903907228e-18,3.378864819847098e-16
0.122,0.44999999999999996,0.0,6.706361086781931e-16,0.0,6.706361086781931e-16,
0.122,0.44999999999999996,0.25,0.01083201007840826,0.01083201007840826,0.0,0.0
0.122,0.44999999999999996,0.5,0.02166402015681652,0.02166402015681652,0.0,0.0
0.122,0.475,0.0,1.1059218304818884e-17,0.0,1.1059218304818884e-17,
0.122,0.475,0.25,0.011389165992676581,0.011389165992676585,3.469446951953614e-18,3.0462695461498444e-16
0.122,0.475,0.5,0.02277833198535316,0.02277833198535317,1.0408340855860843e-17,4.569404319224766e-16
0.122,0.49999999999999994,0.0,6.823543062565653e-16,0.0,6.823543062565653e-16,
0.122,0.49999999999999994,0.25,0.01193920404893284,0.01193920404893284,0.0,0.0
0.122,0.49999999999999994,0.5,0.023878408097865678,0.02387840809786568,3.469446951953614e-18,1.4529640911295603e-16
0.122,0.5249999999999999,0.0,4.485451904935931e-16,0.0,4.485451904935931e-16,
0.122,0.5249999999999999,0.25,0.012481780491296378,0.012481780491296383,5.204170427930421e-18,4.1694135156112697e-16
0.122,0.5249999999999999,0.5,0.02496356098259276,0.024963560982592767,6.938893903907228e-18,2.779609010407513e-16
0.122,0.5499999999999999,0.0,4.485450875262321e-16,0.0,4.485450875262321e-16,
0.122,0.5499999999999999,0.25,0.013016556227152358,0.01301655622715236,1.734723475976807e-18,1.332705398958134e-16
0.122,0.5499999999999999,0.5,0.02603311245430471,0.02603311245430472,1.0408340855860843e-17,3.9981161968744023e-16
0.122,0.575,0.0,4.460952104183808e-16,0.0,4.460952104183808e-16,
0.122,0.575,0.25,0.013543197039073558,0.013543197039073564,5.204170427930421e-18,3.842645435133105e-16
0.122,0.575,0.5,0.02708639407814712,0.027086394078147127,6.938893903907228e-18,2.56176362342207e-16
0.122,0.6,0.0,4.485258295275749e-16,0.0,4.485258295275749e-16,
0.122,0.6,0.25,0.014061373793695434,0.01406137379369544,5.204170427930421e-18,3.7010398160838056e-16
0.122,0.6,0.5,0.028122747587390865,0.02812274758739088,1.3877787807814457e-17,4.934719754778407e-16
